lg11	5270000	5595000
lg11	11410000	13145000
lg11	13475000	15875000
lg11	18175000	19955000
lg11	23685000	25625000
lg11	30515000	34210000
lg11	36440000	36750000
lg21	1845000	6225000
lg21	8510000	25155000
lg21	27635000	33630000
lg21	34265000	34895000
lg7	0	3240000
lg7	3240000	17995000
lg7	22020000	24455000
lg7	27430000	28230000
lg7	28230000	29465000
lg7	34575000	35065000
lg2	39325000	39940000
lg17	2035000	2780000
lg17	4390000	9500000
lg17	11985000	20380000
lg17	21085000	30005000
lg17	32869999	32869999
lg17	33570000	34415000
lg17	40665000	40975000
lg17	40975000	41610000
lg22	3630000	4225000
lg22	17385000	22355000
lg22	28050000	33259999
lg22	37435000	38085000
lg1	6520000	9220000
lg1	10520000	10165000
lg1	11595000	13950000
lg1	14825000	16175000
lg1	17875000	21965000
lg1	23035000	26425000
lg1	29010000	30045000
lg1	37515000	41600000
lg1	41555000	46955000
lg18	1370000	2260000
lg18	4285000	5940000
lg18	8140000	9730000
lg18	17790000	18400000
lg18	21680000	29020000
lg18	33494999	33494999
lg18	36825000	37770000
lg18	41285000	41285000
lg13	6335000	6025000
lg13	15390000	16315000
lg13	18335000	28935000
lg13	31855000	33570000
lg13	40135000	39915000
lg13	39825000	39915000
lg16	14030000	16335000
lg16	16660000	16975000
lg16	20210000	24495000
lg16	26530000	29530000
lg16	31235000	38080000
lg16	38080000	42650000
lg16	43005000	44020000
lg16	45595000	46290000
lg23	5230000	5230000
lg23	8725000	9440000
lg23	9800000	10785000
lg23	13880000	15040000
lg23	21635000	22430000
lg23	24755000	25790000
lg23	29120000	36335000
lg6	310000	1170000
lg6	4270000	5985000
lg6	8340000	8340000
lg6	9490000	11025000
lg6	12285000	13120000
lg6	14240000	15590000
lg6	16305000	17985000
lg6	25105000	25295000
lg6	26315000	30440000
lg6	34455000	35885000
lg6	35885000	40025000
lg6	41000000	41315000
lg3	20675000	22385000
lg3	23050000	23675000
lg3	27285000	35210000
lg3	36775000	37945000
lg3	37945000	37945000
lg3	39650000	40175000
lg3	44390000	46105000
lg9	6205000	8470000
lg9	9405000	15655000
lg9	18820000	19315000
lg9	21160000	23545000
lg9	25080000	25080000
lg9	32710000	32710000
lg9	33494999	33494999
lg9	39300000	40435000
lg12	13305000	14395000
lg12	19145000	24145000
lg12	24855000	31125000
lg12	34065000	34890000
lg12	37320000	37955000
lg12	45945000	46580000
lg12	49120000	49670000
lg15	990000	1765000
lg15	3660000	4920000
lg15	9720000	10535000
lg15	14130000	14130000
lg15	15650000	16024999
lg15	16649999	16704999
lg15	24505000	26080000
lg15	26825000	27155000
lg15	29260000	38925000
lg14	19340000	20885000
lg14	24120000	24120000
lg14	24825000	24825000
lg14	27005000	33430000
lg14	36370000	36780000
lg14	36780000	38385000
lg14	39455000	40800000
lg20	155000	1720000
lg20	3575000	6250000
lg20	15370000	16695000
lg20	22130000	22765000
lg20	26485000	28070000
lg20	34815000	36890000
lg8	2075000	2075000
lg8	2015000	3645000
lg8	4275000	4275000
lg8	10710000	30445000
lg8	36935000	37930000
lg8	40735000	41430000
lg8	42010000	43875000
lg8	43875000	44500000
lg4	3320000	4035000
lg4	5780000	9180000
lg4	11110000	13555000
lg4	15295000	16880000
lg4	31675000	33240000
lg4	33730000	37195000
lg4	43660000	43660000
lg4	43975000	43975000
lg4	45340000	45340000
lg24	1450000	2750000
lg24	4345000	4890000
lg24	12475000	14550000
lg24	17480000	17480000
lg24	23415000	24380000
lg24	30640000	33610000
lg24	36825000	37530000
lg10	3885000	3885000
lg10	7385000	12100000
lg10	12825000	13760000
lg10	17500000	20520000
lg10	23350000	24860000
lg10	36950000	38495000
lg19	4130000	7375000
lg19	7375000	9730000
lg19	13630000	16004999
lg19	16004999	16160000
lg19	19775000	21785000
lg19	26555000	30855000
lg19	35895000	36605000
lg19	37310000	37310000
lg19	38650000	39255000
lg19	39255000	39955000
lg19	41020000	41335000
lg5	3740000	4300000
lg5	6870000	10470000
lg5	14095000	21300000
lg5	24925000	25540000
lg5	30955000	31920000
lg5	33365000	33365000
lg5	36355000	37300000
