lg11	12835000	21660000
lg11	23685000	25625000
lg11	35475000	36750000
lg21	8510000	28645000
lg21	30660000	49865000
lg7	7575000	14275000
lg7	22020000	24455000
lg7	27430000	35065000
lg2	19970000	19970000
lg2	30955000	38965000
lg17	9500000	11975000
lg17	17995000	25905000
lg17	30580000	33570000
lg17	36400000	39725000
lg22	3630000	13830000
lg22	17385000	20580000
lg22	30840000	33259999
lg1	0	6520000
lg1	12225000	18610000
lg1	38970000	39290000
lg18	1370000	2260000
lg18	3655000	3655000
lg18	4285000	5940000
lg18	8140000	9730000
lg18	21485000	38125000
lg13	1435000	4765000
lg13	5075000	6025000
lg13	23030000	28935000
lg13	31545000	31855000
lg13	39410000	39825000
lg16	6285000	25460000
lg16	27935000	29530000
lg16	35145000	41015000
lg16	41650000	42650000
lg23	1720000	5230000
lg23	8725000	9440000
lg23	21635000	22660000
lg23	23375000	35705000
lg6	5985000	8500000
lg6	10235000	11025000
lg6	12280000	16305000
lg6	17910000	20310000
lg6	24275000	25105000
lg3	23050000	23675000
lg9	8470000	8470000
lg9	9405000	11510000
lg9	15410000	15655000
lg9	18820000	19315000
lg9	21160000	25080000
lg9	27765000	28075000
lg12	13115000	13305000
lg12	19575000	24145000
lg12	29510000	38575000
lg12	49120000	49670000
lg15	4760000	10535000
lg15	11635000	14130000
lg15	24505000	38925000
lg14	24120000	24120000
lg14	24825000	24825000
lg14	27005000	33430000
lg20	155000	155000
lg20	3575000	6255000
lg20	12075000	14245000
lg20	22130000	21815000
lg20	24895000	27680000
lg20	34815000	36890000
lg8	10710000	14070000
lg8	18320000	27490000
lg8	28790000	30445000
lg4	13160000	13555000
lg4	16770000	16880000
lg4	20890000	28790000
lg4	43975000	45340000
lg24	12475000	14550000
lg24	18685000	20640000
lg24	25665000	33610000
lg24	36825000	37530000
lg10	13760000	17500000
lg10	20520000	20910000
lg10	23350000	35705000
lg19	6740000	7375000
lg19	7375000	7790000
lg19	13630000	14585000
lg19	19775000	32814999
lg19	34545000	37310000
lg5	4230000	4300000
lg5	31920000	37300000
