lg11	12835000	21660000
lg11	23685000	25625000
lg11	35475000	36750000
lg21	6225000	29440000
lg21	34895000	49865000
lg7	3240000	3610000
lg7	14275000	14280000
lg7	22020000	24455000
lg7	27430000	40385000
lg2	19970000	19970000
lg2	38965000	39940000
lg17	9500000	11975000
lg17	18755000	28955000
lg17	31235000	33570000
lg17	40975000	41610000
lg22	17385000	20580000
lg22	28050000	38620000
lg22	38085000	40685000
lg1	12390000	12225000
lg1	14300000	18610000
lg1	29010000	38970000
lg18	1370000	2260000
lg18	3655000	3655000
lg18	4285000	5940000
lg18	8140000	9730000
lg18	17790000	32270000
lg18	41285000	41285000
lg13	5390000	6025000
lg13	7865000	15875000
lg13	16315000	16315000
lg13	25930000	33570000
lg13	40135000	39825000
lg16	6285000	16335000
lg16	20210000	25460000
lg16	27230000	27935000
lg16	31235000	42650000
lg16	41650000	46535000
lg23	1720000	22660000
lg23	23375000	25790000
lg23	26420000	35705000
lg6	310000	1170000
lg6	4270000	8340000
lg6	10235000	11025000
lg6	12280000	25105000
lg6	28265000	28265000
lg6	34455000	39280000
lg3	8690000	21010000
lg3	22385000	23675000
lg3	35210000	46105000
lg9	6205000	7510000
lg9	9405000	11510000
lg9	18820000	19315000
lg9	21160000	32710000
lg9	32710000	33815000
lg12	13305000	22870000
lg12	29510000	31125000
lg12	34065000	34890000
lg12	34890000	34890000
lg12	37320000	37955000
lg12	49120000	49670000
lg15	5290000	10535000
lg15	16649999	16649999
lg15	24505000	35685000
lg14	845000	24120000
lg14	24825000	24825000
lg14	27005000	33430000
lg14	39455000	40800000
lg20	155000	2069999
lg20	3575000	6250000
lg20	6255000	6250000
lg20	12075000	14245000
lg20	16085000	16695000
lg20	22130000	22765000
lg20	24895000	27680000
lg20	30530000	36890000
lg8	2075000	2075000
lg8	13235000	27490000
lg8	28790000	30445000
lg4	3320000	5780000
lg4	6740000	10480000
lg4	13160000	13555000
lg4	16880000	31675000
lg24	1140000	14550000
lg24	18685000	20640000
lg24	24380000	25665000
lg24	32130000	33610000
lg10	4665000	7385000
lg10	12100000	13760000
lg10	20520000	20910000
lg10	23350000	25945000
lg10	34590000	35705000
lg19	6430000	6740000
lg19	7375000	7790000
lg19	13630000	32814999
lg19	34545000	37310000
lg19	40670000	41335000
lg5	3920000	4300000
